County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference,longitude,latitude
New York,756114,Store,JAC,NY A&M 1990 CORP,NY A&M 1990,1187,1ST AVE,,,NEW YORK,NY,10065,0,-73.95954 40.76297,-73.95954,40.76297
Kings,756059,Store,JAC,RAHMA GROCERY INC,RAHMA GROCERY,1325,FOSTER AVE,,,BROOKLYN,NY,11230,0,-73.96402 40.63362,-73.96402,40.63362
Queens,756058,Store,A,CHAPARRITA GROCERY INC,CHAPARRITA GROCERY,7412,METROPOLITAN AVE,,,MIDDLE VILLAGE,NY,11379,0,-73.87789 40.71287,-73.87789,40.71287
New York,756032,Store,JAC,ITO INC,TIKKA,66,BROADWAY,,,NEW YORK,NY,10005,0,-74.01228 40.70706,-74.01228,40.70706
Kings,756028,Store,JAC,CHICKEN MEAT CORP,AMERICA'S FOOD BASKET,1380,ROCKAWAY PARKWAY,,,BROOKLYN,NY,11236,0,-73.9034 40.64613,-73.9034,40.64613
Kings,756025,Store,JAC,UTICA HALAL LIVE POULTRY 1 CORP,UTICA HALAL LIVE POULTR,473,UTICA AVENUE ATTN : ABDEL SAL,,,BROOKLYN,NY,11203,0,-73.9315 40.66219,-73.9315,40.66219
Queens,755999,Store,JAC,HAPPY MARKET US INC,HAPPY MARKET,82-02,45TH AVE,,,ELMHURST,NY,11373,5000,-73.88275 40.74163,-73.88275,40.74163
Kings,755995,Store,JAC,BOGOPA FLATBUSH INC,FOOD BAZAAR SUPERMARKET,1009,FLATBUSH AVE,,,BROOKLYN,NY,11226,60000,-73.95811 40.64669,-73.95811,40.64669
Kings,755992,Store,JAC,GOLDEN SUN FRESH FISH MARKET INC,SUN FRESH FISH MARKET,1128,FLATBUSH AVE,,,BROOKLYN,NY,11226,0,-73.9577 40.64295,-73.9577,40.64295
Kings,755991,Store,JAC,OLIVE & GARLIC GOURMET MARKET 1 I,OLIVE & GARLIC GOURMET,141,MONTAGUE ST,,,BROOKLYN,NY,11201,0,-73.99374 40.69464,-73.99374,40.69464
Kings,755987,Store,JAC,QUICK SHOP NY CORP,QUICK SHOP NY,3521,AVENUE S,,,BROOKLYN,NY,11234,0,-73.93153 40.60962,-73.93153,40.60962
Kings,755986,Store,JAC,AZOMOSA EVARISTO,AZOMOSA EVARISTO,3918,3RD AVE,,,BROOKLYN,NY,11220,0,-74.00873 40.65352,-74.00873,40.65352
New York,755984,Store,JAC,BEST DAMN COOKIES LLC,BEST DAMN COOKIES,115,DELANCEY,,,NEW YORK,NY,10002,0,-73.98799 40.71839,-73.98799,40.71839
Queens,755972,Store,JAC,F&M CAPITAL LLC,HOKKAIDO BAKED CHEESE T,8036,COOPER AVE,,,RIDGEWOOD,NY,11385,0,-73.86859 40.7098,-73.86859,40.7098
Bronx,755971,Store,JAC,ALLERTON MARKET LLC,ALLERTON MARKET,766,ALLERTON AVE,,,BRONX,NY,10467,0,-73.86483 40.86548,-73.86483,40.86548
Bronx,755969,Store,JAC,GOLDEN PRODUCE III CORP,GOLDEN PRODUCE III,368,E 204TH ST,,,BRONX,NY,10467,0,-73.87726 40.87158,-73.87726,40.87158
Kings,755965,Store,A,LOOVE LLC,BOOPS,238-240,N 12 ST,,,BROOKLYN,NY,11211,0,-73.95273 40.71933,-73.95273,40.71933
Kings,755963,Store,A,PITKIN SUPER DEALS INC,USA SUPERSTORES,1592,PITKIN AVE,,,BROOKLYN,NY,11212,0,-73.91478 40.66909,-73.91478,40.66909
Kings,755961,Store,A,FLAIR SHOP INC,FLAIR SHOP,1132,BROADWAY AVE,,,BROOKLYN,NY,11221,0,-73.92927 40.6936,-73.92927,40.6936
Richmond,755959,Store,A,ANTHONYS PANINOTECA LLC,ANTHONYS PANINOTECA,3994,AMBOY RD,,,STATEN ISLAND,NY,10308,0,-74.15062 40.5503,-74.15062,40.5503
Bronx,755943,Store,JAC,856 E 180TH ST FOOD MARKET INC,856 E 180TH ST FOOD MAR,856,EAST 180TH ST,,,BRONX,NY,10460,0,-73.88358 40.84555,-73.88358,40.84555
Richmond,755942,Store,JAC,RODRIGUEZ EDWARD A,TROPICAL FOOD CENTER,69,VICTORY BLVD,,,STATEN ISLAND,NY,10301,0,-74.07839 40.63831,-74.07839,40.63831
Queens,755929,Store,JAC,SIRAPATORN KATEKANYA,3 AUNTIES THAI MARKET,40-08,61 ST,,,WOODSIDE,NY,11377,0,-73.90332 40.74459,-73.90332,40.74459
Kings,755928,Store,JAC,TURGEMAN SARAH,MISS BAGEL,376A,MARCUS GARVEY BLVD,,,BROOKLYN,NY,11221,0,-73.93831 40.68438,-73.93831,40.68438
Kings,755927,Store,JAC,S L PRODUCE & MEAT CORP,IDEAL FOOD BASKET,760,4TH AVENUE,,,BROOKLYN,NY,11232,0,-73.99819 40.66039,-73.99819,40.66039
Kings,755920,Store,JAC,BANGLA BAZAR GROCERY INC,BANGLA BAZAR GROCERY,509,CORTELYOU ROAD,,,BROOKLYN,NY,11218,0,-73.9742 40.6384,-73.9742,40.6384
Bronx,755918,Store,JAC,Z SANCHEZ CHICHARRONES LLC,Z SANCHEZ CHICHARRONES,1381,OGDEN AVE,,,BRONX,NY,10452,0,-73.92445 40.84204,-73.92445,40.84204
Queens,755913,Store,JAC,ZIN WAI PHYO LLC,ZIN WAI PHYO,870,CYPRESS AVE,,,RIDGEWOOD,NY,11385,0,-73.90527 40.69957,-73.90527,40.69957
Kings,755908,Store,JAC,FLORES SWEETS INC,FLORES SWEETS,6112,20TH AVENUE,,,BROOKLYN,NY,11204,0,-73.9838 40.6185,-73.9838,40.6185
Kings,755867,Store,JAC,KAKES BY MS HILL LLC,KAKES BY MS HILL,2123,CANTON AVE - MANGROVE KITCHE,,,BROOKLYN,NY,11226,0,nan,,
Queens,755863,Store,A,TARGET CORPORATION,TARGET STORE T-3433 (AP,1,COURT SQUARE WEST,,,LONG ISLAND CITY,NY,11101,0,-73.94379 40.74664,-73.94379,40.74664
Kings,755847,Store,JAC,ELEGANZA 4 INC,ELEGANZA,222,STUYVESANT AVENUE,,,BROOKLYN,NY,11221,0,-73.93294 40.68738,-73.93294,40.68738
Kings,755840,Store,JAC,MULGOGI CORP,MULGOGI,1420,FULTON STREET,,,BROOKLYN,NY,11216,0,-73.94418 40.68009,-73.94418,40.68009
Kings,755833,Store,JAC,K&M INVESTMENT GROUP LLC,GLOBAL GOURMET,1103-1107,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,0,-73.95674 40.57796,-73.95674,40.57796
Kings,755831,Store,JAC,MONA AYALA CORP,MONA AYALA,746,MYRTLE AVE.,,,BROOKLYN,NY,11205,0,-73.95295 40.69494,-73.95295,40.69494
Queens,755820,Store,JAC,ATLAS GROCERY & HALAL MEAT INC,ATLAS GROCERY & HALAL M,8915,ASTORIA BLVD,,,EAST ELMHURST,NY,11369,0,-73.87967 40.76383,-73.87967,40.76383
New York,755817,Store,JAC,QUALITY FOOD MARKET CORP,QUALITY FOOD MARKET,4453,BROADWAY,,,NEW YORK,NY,10040,0,-73.93246 40.85703,-73.93246,40.85703
Queens,755809,Store,JAC,KNA MEAT & PRODUCE CORP,FOOD UNIVERSE MARKETPLA,35-09,FRANCIS LEWIS BLVD,,,FLUSHING,NY,11358,10000,-73.78743 40.76394,-73.78743,40.76394
Kings,755782,Store,JAC,416 INLET MARKET CORP,416 INLET MARKET,416,MONROE ST,,,BROOKLYN,NY,11221,0,-73.9418 40.68645,-73.9418,40.68645
New York,755781,Store,JAC,467 SANAA STAR INC,467 SANAA STAR,467,W 125TH ST,,,NEW YORK,NY,10027,0,-73.95604 40.81311,-73.95604,40.81311
New York,755778,Store,A,1804 3RD AVE DISCOUNT CORP,1804 3RD AVE DISCOUNT,1804,3RD AVE,,,NEW YORK,NY,10029,0,-73.94734 40.78791,-73.94734,40.78791
Kings,755777,Store,A,JOJO GROCERY INC,JOJO GROCERY,7718,18TH AVE,,,BROOKLYN,NY,11214,0,-73.99757 40.61183,-73.99757,40.61183
Kings,755776,Store,A,PRESTIGE ORGANIC MARKET CORP,PRESTIGE ORGANIC MARKET,5,BLUE SLIP,,,BROOKLYN,NY,11222,0,nan,,
Kings,755758,Store,JAC,H&M MARKET INC,H&M MARKET,561,GRAND STREET,,,BROOKLYN,NY,11211,0,-73.94912 40.71114,-73.94912,40.71114
New York,755737,Store,JAC,NFM 74TH ST LLC,NUTTS FACTORY,1290,3RD AVE,,,NEW YORK,NY,10021,0,-73.9595 40.77123,-73.9595,40.77123
Kings,755734,Store,JAC,NATURAL POWER FOOD INC,NATURAL POWER FOOD,6306,5TH AVE,,,BROOKLYN,NY,11220,0,-74.01811 40.6376,-74.01811,40.6376
New York,755712,Store,JAC,LEE TAE SEOK,PRANZO,100,BROAD ST,,,NEW YORK,NY,10004,15000,-74.0116 40.70348,-74.0116,40.70348
Kings,755703,Store,JAC,TRANSFIRIENDO LA VISION CORP,EL RINCONCITO ECUATORIA,1576,GREENE AVE,,,BROOKLYN,NY,11237,0,-73.91339 40.70421,-73.91339,40.70421
Queens,755701,Store,JAC,LUMINESCENSE MARKET CORP,LUMINESCENSE MARKET,52-03,CENTER BLVD,,,LONG ISLAND CITY,NY,11101,0,-73.95803 40.74471,-73.95803,40.74471
Bronx,755698,Store,JAC,FAHID HALAL MEAT FISH FRUITS AND,FAHID HALAL MEAT FISH F,2128,JEROME AVENUE,,,BRONX,NY,10453,0,-73.90573 40.85567,-73.90573,40.85567
Kings,755662,Store,A,XIN & XUAN  GROCERY INC,XIN & XUAN GROCERY,7114,13TH AVE,,,BROOKLYN,NY,11228,0,-74.0054 40.62224,-74.0054,40.62224
Kings,755653,Store,JAC,CNK HOLDINGS INC,PHIVI,48,COFFEY STREET,,,BROOKLYN,NY,11231,0,-74.01191 40.67472,-74.01191,40.67472
Kings,755650,Store,JAC,OCKY WAY 1 CORP,OCKY WAY,480,SUTTER AVENUE,,,BROOKLYN,NY,11207,0,-73.90135 40.66846,-73.90135,40.66846
Queens,755646,Store,JAC,SMSONG SEAFOOD CORP,SMSONG SEAFOOD,119-14,SUTPHIN BLVD. SEAFOOD SECT,,,JAMAICA,NY,11434,0,-73.79144 40.67865,-73.79144,40.67865
Kings,755634,Store,JAC,WINTHROP FOOD CORP,WINTHROP FOOD,994,WINTHROP ST.,,,BROOKLYN,NY,11212,0,-73.92657 40.65975,-73.92657,40.65975
New York,755629,Store,JAC,LILLYS SHAKES AND CREPES 1 CORP,LILLY'S SHAKES AND CREP,699,10TH AVE,,,NEW YORK,NY,10036,0,-73.99287 40.76321,-73.99287,40.76321
Bronx,755627,Store,JAC,WINKLEBLACKS INC,WINKLEBLACKS,2020,EASTCHESTER ROAD,,,BRONX,NY,10461,0,-73.84342 40.8537,-73.84342,40.8537
Kings,755604,Store,JAC,NEW HOME TRADING INC,LATINO'S FAMILY MARKET,1949-51,86TH STREET,,,BROOKLYN,NY,11214,0,-73.99926 40.60521,-73.99926,40.60521
Kings,755590,Store,JAC,MYRTLE FOOD CORP 1,MYRTLE FOOD,440,MYRTLE AVE,,,BROOKLYN,NY,11205,0,-73.96797 40.6932,-73.96797,40.6932
Queens,755589,Store,JAC,SEA KINGS STEAM & FRY SEAFOOD INC,SEA KINGS STEAM & FRY S,114-14,C SUTPHIN BLVD,,,JAMAICA,NY,11434,0,-73.79381 40.68575,-73.79381,40.68575
New York,755585,Store,A,INHALE VAPE SHOP INC,INHALE VAPE SHOP,2611,FREDERICK DOUGLASS BLVD,,,NEW YORK,NY,10030,0,-73.94462 40.81915,-73.94462,40.81915
Queens,755578,Store,JAC,ASTORIA FARM FOOD CORP,FARM COUNTRY,37-15,31ST AVENUE,,,ASTORIA,NY,11103,30000,-73.91847 40.76197,-73.91847,40.76197
Kings,755570,Store,A,JERK SHACK LLC THE,THE JERK SHACK,1263,ST JOHNS PL,,,BROOKLYN,NY,11213,0,-73.93621 40.67087,-73.93621,40.67087
Queens,755569,Store,A,ADAMAH GALLERY INC,ADAMAH GALLERY SEAFOOD,231-22B,231ST STREET,,,SPRINGFIELD GARDEN,NY,11413,0,nan,,
Bronx,755568,Store,A,ST LOREN MULTI SERVICES INC,ST LOREN MULTI SERVICES,219,EAST TREMONT AVE,,,BRONX,NY,10457,0,-73.90499 40.84913,-73.90499,40.84913
Queens,755549,Store,JAC,WALLFOOD INCORPORATED,WALFOOD SUPERMARKET,39-20,BELL BLVD,,,BAYSIDE,NY,11361,19000,-73.77218 40.76488,-73.77218,40.76488
Kings,755535,Store,JAC,YEMEN AL KHAIR GROCERY CORP,YEMEN AL KHAIR GROCERY,3305,CHURCH AVE,,,BROOKLYN,NY,11203,0,-73.94643 40.65094,-73.94643,40.65094
Bronx,755531,Store,JAC,BRISTOW BLAZE CORP,BRISTOW BLAZE,1378,BOSTON RD,,,BRONX,NY,10456,0,-73.89821 40.83258,-73.89821,40.83258
Kings,755524,Store,JAC,SULTAN GROCERY INC,SULTAN GROCERY,362,CENTRAL AVE,,,BROOKLYN,NY,11221,0,-73.91901 40.69458,-73.91901,40.69458
Queens,755523,Store,A,NEW WELCOME MARKET INC,NEW WELCOME MARKET,40-20,108TH ST,,,CORONA,NY,11368,0,-73.85842 40.75012,-73.85842,40.75012
New York,755522,Store,A,TAISHAN TRADING NY INC,TAISHAN TRADING NY,143,MOTT ST,,,NEW YORK,NY,10013,0,-73.99661 40.71872,-73.99661,40.71872
Bronx,755519,Store,JAC,STANLEY PERNELL OF THORNTONS LLC,BP AM/PM,1862,WEBSTER AVE,,,BRONX,NY,10457,0,-73.90132 40.84704,-73.90132,40.84704
Queens,755517,Store,JAC,JANAVI INC,BUDDHA GROCERY,39-43,48TH AVE,,,SUNNYSIDE,NY,11104,0,-73.9253 40.73998,-73.9253,40.73998
New York,755505,Store,A,CHINATOWN BEBE GROCERY INC,CHINATOWN BEBE GROCERY,17,ELDRIDGE ST STORE D,,,NEW YORK,NY,10002,0,-73.99363 40.71491,-73.99363,40.71491
Kings,755484,Store,A,HOOKS DEPOT CORP THE,THE HOOKS DEPOT,285,VAN BRUNT ST,,,BROOKLYN,NY,11231,0,-74.01086 40.67907,-74.01086,40.67907
Kings,755482,Store,A,JALAPENO BROTHERS MARKET INC,JALAPENO BROTHERS MARKE,1498,ROCKAWAY PKWY,,,BROOKLYN,NY,11236,0,-73.90091 40.6439,-73.90091,40.6439
Kings,755475,Store,JAC,NEW EVELINA GROCERY INC,NEW EVELINA GROCERY,1339,FLATBUSH AVENUE,,,BROOKLYN,NY,11226,0,-73.95366 40.63849,-73.95366,40.63849
New York,755467,Store,JAC,HEAVENLY MARKET CAFE INC,HEAVENLY MARKET CAFE,384,2ND AVE,,,NEW YORK,NY,10010,0,-73.9813 40.73737,-73.9813,40.73737
New York,755429,Store,JAC,ITO INC,KIKKA@WHOLE FOODS ONE W,1,WALL ST (AKA 66 BROADWAY),,,NEW YORK,NY,10005,0,-74.01228 40.70706,-74.01228,40.70706
New York,755427,Store,JAC,KAM YUEN HONG INC,KAM YEN HONG,135,A MOTT ST,,,NEW YORK,NY,10013,0,-73.99674 40.71846,-73.99674,40.71846
Kings,755425,Store,JAC,APPEL FISH STORE INC,APPEL FISH STORE,145,DIVISION AVE,,,BROOKLYN,NY,11211,0,-73.96288 40.70768,-73.96288,40.70768
Kings,755359,Store,A,XI DUO DUO GROCERY INC,XI DUO DUO GROCERY,4408,8TH AVE,,,BROOKLYN,NY,11220,0,-74.00037 40.64431,-74.00037,40.64431
Kings,755345,Store,JAC,MENDOZA FISH MARKET CORP,MENDOZA FISH MARKET,5123,CHURCH AVE,,,BROOKLYN,NY,11203,0,-73.92855 40.65216,-73.92855,40.65216
Queens,755341,Store,JAC,NASH TRADING LLC,NASH TRADING,97-10,QUEENS BLVD,,,FOREST HILLS,NY,11375,0,-73.85332 40.72703,-73.85332,40.72703
Kings,755337,Store,JAC,SALTED BAKED GOODS INC,SALTED BAKED GOODS,4104,3RD AVE,,,BROOKLYN,NY,11220,0,-74.00961 40.65267,-74.00961,40.65267
Kings,755302,Store,JAC,ANBA TONEL RESTAURANT GROUP LLC,BON BONBON/ TONEL TO GO,1407,FLATBUSH AVE,,,BROOKLYN,NY,11210,0,-73.95143 40.63638,-73.95143,40.63638
Richmond,755285,Store,JAC,NEW HL SUPERMARKET INC,NEW HL SUPERMARKET,2380,HYLAN BLVD,,,STATEN ISLAND,NY,10306,45000,-74.1072 40.57293,-74.1072,40.57293
Queens,755221,Store,JAC,GOLDEN LION FOOD CORP,GOLDEN LION FOOD,13520,JAMAICA AVE,,,RICHMOND HILL,NY,11418,0,-73.81698 40.70244,-73.81698,40.70244
Kings,755217,Store,JAC,PEOPLES ORGANIC MARKET INC,PEOPLES ORGANIC MARKET,319-321,ROGERS AVE,,,BROOKLYN,NY,11225,0,-73.95369 40.66544,-73.95369,40.66544
Queens,755212,Store,JAC,ARSH FOODS INC,ARSH FOODS,149-21,JAMAICA AVE,,,JAMAICA,NY,11435,0,-73.80483 40.70203,-73.80483,40.70203
Queens,755199,Store,A,OMSHARDA INC,OMSHARDA,217-03,JAMAICA AVE,,,QUEENS VILLAGE,NY,11428,0,-73.73769 40.71778,-73.73769,40.71778
Kings,755192,Store,JAC,JB FISH INC,QUALITY FISH MARKET,5021,NEW UTRECHT AVE,,,BROOKLYN,NY,11219,0,-73.99493 40.63513,-73.99493,40.63513
Kings,755169,Store,JAC,BEYOND NATURAL MARKET 2 INC,BEYOND NATURAL MARKET 2,1197,FULTON STREET,,,BROOKLYN,NY,11216,5000,-73.95383 40.68074,-73.95383,40.68074
New York,755125,Store,A,AUBIRAMSA NY 2 LLC,AUBI & RAMSA,36,LITTLE W 12THE STREET,,,NEW YORK,NY,10014,0,-74.00752 40.74012,-74.00752,40.74012
Kings,755118,Store,JAC,IEI KINGS CHOICE INC,IEI KINGS CHOICE,239,KINGS HIGHWAY,,,BROOKLYN,NY,11223,0,-73.98182 40.60535,-73.98182,40.60535
Bronx,755100,Store,A,MOTHERLAND AFRICAN & CARIBBEAN FO,MOTHERLAND AFRICAN & CA,667,ALLERTON AVE,,,BRONX,NY,10467,0,-73.86857 40.86543,-73.86857,40.86543
New York,755097,Store,A,KSSWINE LLC,PARCELLE,139E,DIVISION STREET,,,NEW YORK,NY,10002,0,-73.99099 40.7145,-73.99099,40.7145
New York,755085,Store,JAC,N COZY GOURMET INC,N COZY GOURMET,565,GRAND ST,,,NEW YORK,NY,10002,0,-73.97985 40.71394,-73.97985,40.71394
Kings,755078,Store,JAC,ZINU 658 CORP,ZINU 658,744,FRANKLIN AVE,,,BROOKLYN,NY,11238,0,-73.95711 40.67299,-73.95711,40.67299
New York,755074,Store,JAC,WING FUNG 2019 INC,WING FUNG 2019,217,GRAND ST STORE A,,,NEW YORK,NY,10013,0,-73.99592 40.71886,-73.99592,40.71886
Bronx,755064,Store,JAC,BEL CANTO FOODS LLC,DOWN EAST SEAFOOD,311,MANIDA ST,,,BRONX,NY,10474,0,-73.88641 40.80688,-73.88641,40.80688
Kings,755060,Store,JAC,322 MUBAREZ GROCERY CORP,322 MUBAREZ GROCERY,322,DEKALB AVE,,,BROOKLYN,NY,11205,0,-73.96557 40.68973,-73.96557,40.68973
Kings,755024,Store,JAC,AHDIPATI,AHDIPATI,710,CONEY ISLAND AVE,,,BROOKLYN,NY,11218,0,-73.96912 40.64037,-73.96912,40.64037
New York,755011,Store,A,MARKYS S CENTRAL PARK LLC,MARKY'S CAVIAR,89,E 42ND -GRAND CENTRAL TERMINAL,,,NEW YORK,NY,10017,0,-73.97757 40.75212,-73.97757,40.75212
Bronx,754963,Store,A,TYE ARI LLC,TYE ARI,3820,DYRE AVENUE,,,BRONX,NY,10466,0,-73.83129 40.88853,-73.83129,40.88853
Kings,754962,Store,A,HEYDAY & EPOCH INC,HEYDAY & EPOCH,6512,20TH AVE.,,,BROOKLYN,NY,11204,0,-73.98616 40.61621,-73.98616,40.61621
Queens,754961,Store,A,67 ST GROCERY CORP,67 ST GROCERY,67-05,WOODSIDE AVE,,,WOODSIDE,NY,11377,0,-73.89728 40.74306,-73.89728,40.74306
Kings,754958,Store,A,SUN FAR JQ LLC,SUN FAR JQ,6916,BAY PKWY,,,BROOKLYN,NY,11204,0,-73.98414 40.61122,-73.98414,40.61122
Queens,754947,Store,A,AHMED JEWEL,AFTAB SUPER MARKET,144-01,HILLSIDE AVE,,,JAMAICA,NY,11435,0,-73.81151 40.70519,-73.81151,40.70519
Bronx,754925,Store,JAC,TROCHEZ MEAT 2 CORP,TROCHEZ MEAT 2,106,W 168TH STREET,,,BRONX,NY,10452,0,-73.92461 40.8383,-73.92461,40.8383
Kings,754923,Store,JAC,AMERICAN INTERNATIONAL FOOD INC,AMERICAN INTERNATIONAL,8022,20TH AVENUE,,,BROOKLYN,NY,11214,0,-73.99517 40.60754,-73.99517,40.60754
New York,754900,Store,A,PARTY CITY INC,PARTY CITY STORE 848 HA,301,W 125TH ST,,,NEW YORK,NY,10027,0,-73.95154 40.81033,-73.95154,40.81033
Queens,754870,Store,JAC,TEJADA FAMILY GROCERY CORP,TEJADA FAMILY GROCERY,39-02,104TH STREET,,,CORONA,NY,11368,0,-73.86216 40.75076,-73.86216,40.75076
Kings,754865,Store,JAC,DEKALB FRESH MARKET LLC,GREEN WAY MARKETS,825,DEKALB AVENUE,,,BROOKLYN,NY,11221,0,-73.94337 40.69229,-73.94337,40.69229
Bronx,754856,Store,JAC,WEST FORDHAM GROCERY INC,WEST FORDHAM GROCERY,150,W FORDHAM ROAD,,,BRONX,NY,10468,0,-73.90785 40.86285,-73.90785,40.86285
Queens,754841,Store,JAC,CORNER 4295 INC,CORNER 4295,42-95,MAIN ST STORE #5,,,FLUSHING,NY,11355,0,-73.82705 40.75275,-73.82705,40.75275
New York,754809,Store,A,MANHATTAN 1ST AVE INC,USA SUPERSTORES,1467,1ST AVE,,,NEW YORK,NY,10075,0,-73.95386 40.77071,-73.95386,40.77071
New York,754808,Store,A,MAHATTAN 3RD AVE INC,USA SUPERSTORES,46,3RD AVE,,,NEW YORK,NY,10003,0,-73.9892 40.73052,-73.9892,40.73052
Queens,754807,Store,A,SUNNYSIDE 4801 INC,USA SUPERSTORES,4801,QUEENS BLVD,,,WOODSIDE,NY,11377,0,-73.91649 40.74308,-73.91649,40.74308
Kings,754751,Store,JAC,476 MARCUS GARVEY MEAT LLC,KEY FOOD FRESH SUPERMAR,476,MARCUS GARVEY BLVD,,,BROOKLYN,NY,11216,7500,-73.93752 40.6804,-73.93752,40.6804
New York,754743,Store,JAC,A&A CAFE INC,A&A CAFE,97,LEXINGTON AVE,,,NEW YORK,NY,10016,0,-73.98298 40.74193,-73.98298,40.74193
Bronx,754740,Store,JAC,PANTALEON INC,PANTALEON,245,E 165TH ST,,,BRONX,NY,10456,0,-73.91748 40.82974,-73.91748,40.82974
Bronx,754734,Store,JAC,OLIVES FOOD MARKET CORP,OLIVES FOOD MARKET,4200,BAYCHESTER AVE,,,BRONX,NY,10466,0,-73.84479 40.89591,-73.84479,40.89591
Richmond,754709,Store,JAC,ASIAN FOOD MARKETS OF FOREST AVE,ASIAN FOOD MARKETS,2343,FOREST AVE,,,STATEN ISLAND,NY,10303,8000,-74.16806 40.62766,-74.16806,40.62766
Kings,754675,Store,JAC,WAN CHANG MARKET INC,WAN CHANG MARKET,2217,86TH STREET,,,BROOKLYN,NY,11214,0,-73.99329 40.60158,-73.99329,40.60158
Kings,754674,Store,JAC,LA ESQUINA MELO GROCERY CORP,LA ESQUINA MELO GROCERY,1356,ROCKAWAY PKWY,,,BROOKLYN,NY,11236,0,-73.90388 40.64652,-73.90388,40.64652
Bronx,754673,Store,JAC,PERLA GROCERY CORP,PERLA GROCERY,1142,EAST 165TH STREET,,,BRONX,NY,10459,0,-73.88748 40.82523,-73.88748,40.82523
Queens,754631,Store,A,RODRIGUEZ ROQUE,SURASIDE SEED & OIL,4920,SKILLMAN AVE,,,WOODSIDE,NY,11377,0,-73.91448 40.74616,-73.91448,40.74616
Bronx,754626,Store,A,HUNTS POINT EXOTICS INC,HUNTS POINT EXOTICS,866B,HUNTS POINT AVENUE,,,BRONX,NY,10474,0,-73.889 40.81834,-73.889,40.81834
Kings,754590,Store,JAC,AFTER 5 EXOTICS CORP,AFTER 5 EXOTICS,994,MANHATTAN AVE,,,BROOKLYN,NY,11222,0,-73.95471 40.73293,-73.95471,40.73293
Queens,754584,Store,JAC,BOGOPA CAMBRIA HEIGHTS INC,FARMBRIA BY FOOD BAZAAR,217-20,LINDEN BLVD,,,CAMBRIA HEIGHTS,NY,11411,38000,-73.74206 40.69575,-73.74206,40.69575
Kings,754574,Store,JAC,CHURCH FINEST MEAT CORP,GREENVILLAGE MEAT MARKE,1711,CHURCH AVENUE,,,BROOKLYN,NY,11226,0,-73.96351 40.64926,-73.96351,40.64926
Queens,754544,Store,JAC,ELMHURST FARMS FOOD CORP,FARM COUNTRY SUPERMARKE,75-55,31ST AVENUE,,,EAST ELMHURST,NY,11370,20000,-73.89168 40.75864,-73.89168,40.75864
Queens,754538,Store,JAC,TANVI FOOD MARKET INC,DITMARS BLVD SUPERMARKE,46-14,DITMARS BLVD,,,ASTORIA,NY,11105,6000,-73.90203 40.77002,-73.90203,40.77002
Kings,754537,Store,JAC,MCC1013FULTON INC,MAYA CONGEE CAFE,1013,FULTON STREET,,,BROOKLYN,NY,11238,0,-73.96143 40.68233,-73.96143,40.68233
New York,754529,Store,JAC,MANHATTAN NEWS INC,MANHATTAN NEWS,101,E 125TH ST,,,NEW YORK,NY,10035,0,-73.93875 40.80494,-73.93875,40.80494
Kings,754493,Store,A,KA WING HONG CORP,KA WING HONG,6722,BAY PKWY,,,BROOKLYN,NY,11204,0,-73.98307 40.61225,-73.98307,40.61225
Kings,754490,Store,A,K&K GROCERY NY INC,K&K GROCERY NY,2308,86TH STREET,,,BROOKLYN,NY,11214,0,-73.99131 40.60039,-73.99131,40.60039
Queens,754474,Store,A,TESO FRESH MAIN ST LLC,TESO FRESH MAIN ST,40-13,MAIN ST,,,FLUSHING,NY,11354,0,-73.82989 40.75908,-73.82989,40.75908
Kings,754473,Store,A,GOLDEN TREASURY NY INC,GOLDEN TREASURY NY,2067,86TH STREET,,,BROOKLYN,NY,11214,0,-73.9966 40.60358,-73.9966,40.60358
New York,754472,Store,A,MADISON FARE LLC,MADISON FARE,1225,MADISON AVENUE,,,NEW YORK,NY,10128,0,-73.95775 40.78232,-73.95775,40.78232
Bronx,754427,Store,JAC,FAMILY AFRICAN MEAT MARKET CORPOR,FAMILY AFRICAN MEAT MAR,4028,WHITE PLAINS RD,,,BRONX,NY,10466,0,-73.85959 40.88941,-73.85959,40.88941
New York,754426,Store,JAC,1247JB LLC,JOLIEN BOULONGERIE,1247,3RD AVE,,,NEW YORK,NY,10021,0,-73.96073 40.76958,-73.96073,40.76958
Queens,754421,Store,JAC,EL QUETZALITO 4 CORP,EL QUETZALITO 4,108-69,ROOSEVELT AVE,,,CORONA,NY,11368,0,-73.85631 40.75145,-73.85631,40.75145
Kings,754420,Store,JAC,BKE BUSHWICK INC,BKE KOMBUCHA,310,MESEROLE ST,,,BROOKLYN,NY,11206,0,-73.93581 40.70878,-73.93581,40.70878
Bronx,754419,Store,JAC,CONTIS BAKING COMPANY INC,CONTIS PASTRY SHOPPE,784-788,MORRIS PARK AVE,,,BRONX,NY,10462,0,-73.86298 40.84587,-73.86298,40.84587
Kings,754393,Store,JAC,FREDDYS GOURMET MARKET LLC,FREDDYS MARKET,2845,CONEY ISLAND AVE,,,BROOKLYN,NY,11235,0,-73.96033 40.58707,-73.96033,40.58707
