County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference,longitude,latitude
New York,729313,Store,A,AMERICAN DISCOUNT INC,AMERICAN DISCOUNT,2067,AMSTERDAM AVE,,,NEW YORK,NY,10032,0,-73.93965 40.83613,-73.93965,40.83613
Kings,729307,Store,JAC,A&C SEAFOOD & MEAT MARKET INC,A&C SEAFOOD & MEAT MARK,1237,AVENUE U,,,BROOKLYN,NY,11229,7000,-73.95868 40.59858,-73.95868,40.59858
Kings,729300,Store,JAC,POM GROUP INC,LINCOLN MARKET,1133,MANHATTAN AVE,,,BROOKLYN,NY,11222,8000,-73.95537 40.737,-73.95537,40.737
New York,729261,Store,JAC,70 CEDAR PEARL LLC,CITY ACRES MARKET,70,PINE ST,,,NEW YORK,NY,10005,14000,-74.00776 40.70622,-74.00776,40.70622
Queens,729243,Store,A,J CHINA MARKET INC,J CHINA MARKET,4809,69TH ST,,,WOODSIDE,NY,11377,0,-73.89591 40.73801,-73.89591,40.73801
New York,729188,Store,JAC,WHOLE FOODS MARKET GROUP IN,WHOLE FOODS MARKET,100,WEST 125TH STREET,,,NEW YORK,NY,10027,40000,-73.94555 40.8078,-73.94555,40.8078
New York,729139,Store,JAC,MANHATTAN SEAFOOD INC,MANHATTAN SEAFOOD,3344,BROADWAY,,,NEW YORK,NY,10031,0,-73.95478 40.82035,-73.95478,40.82035
Bronx,729127,Store,A,DISCOUNT CORP AND 99 CENT,DISCOUNT CORP AND 99 CE,545,A SOUTHERN BLVD,,,BRONX,NY,10455,0,-73.90377 40.81223,-73.90377,40.81223
Kings,728967,Store,JAC,187 PRODUCE CORP,SHOP FAIR,187,TROY AVENUE,,,BROOKLYN,NY,11213,7000,-73.93632 40.6728,-73.93632,40.6728
New York,728890,Store,JAC,JANET FOOD CORP,KEY FOOD FRESH MARKET,2630,FREDERICK DOUGLASS BOULEVARD,,,NEW YORK,NY,10030,8000,-73.9439 40.82012,-73.9439,40.82012
Queens,728868,Store,JAC,ATLANTIC CONFECTIONERY COMPANY LL,ATLANTIC CONFECTIONERY,36-46,37 STREET,,,LONG ISLAND CITY,NY,11101,0,-73.9261 40.75293,-73.9261,40.75293
Bronx,728854,Store,JACDE,FARLO LLC,GUN HILL BREWING CO,3227,LACONIA AVENUE,,,BRONX,NY,10469,0,-73.85556 40.87211,-73.85556,40.87211
New York,728784,Store,A,TRADER JOES EAST INC,TRADER JOES #539,233,SPRING ST,,,NEW YORK,NY,10013,16000,-74.00489 40.72559,-74.00489,40.72559
Queens,728761,Store,JAM,THOMAS VENTURES INC,THOMAS VENTURES,92-03,CORONA AVE,,,ELMHURST,NY,11373,40000,-73.87224 40.74245,-73.87224,40.74245
Kings,728756,Store,JAC,LIBERTY SUPERMARKET & HALAL MEAT,LIBERTY SUPERMARKET & H,1075,LIBERTY AVE,,,BROOKLYN,NY,11208,0,-73.86953 40.67833,-73.86953,40.67833
Queens,728723,Store,JAC,MARY'S GROCERY AND TAQUERIA INC,MARY'S GROCERY AND TAQU,12-13,ASTORIA BLVD,,,ASTORIA,NY,11102,0,-73.92955 40.77212,-73.92955,40.77212
Kings,728655,Store,JAC,ISAAC APPLE FARM INC,ISAAC APPLE FARM,329,CHURCH AVE,,,BROOKLYN,NY,11218,7000,-73.97666 40.64398,-73.97666,40.64398
Queens,728646,Store,JAC,MSNY MARKET INC,GW SUPERMARKET,41-79,MAIN STREET,,,FLUSHING,NY,11355,21000,-73.82849 40.75584,-73.82849,40.75584
Bronx,728645,Store,JAC,LUPITAS MEXICAN GROCERY II INC,LUPITAS MEXICAN GROCERY,654,E 233RD STREET STORE #10-11,,,BRONX,NY,10466,0,-73.85888 40.89389,-73.85888,40.89389
Kings,728626,Store,JAC,MANGO NOSTRAND FARM MARKET CORP,MANGO NOSTRAND FARM MAR,1887,NOSTRAND AVE,,,BROOKLYN,NY,11226,5000,-73.94834 40.63943,-73.94834,40.63943
New York,728607,Store,JAC,"BULGER JASMIN, BULGER APRIL",SWEET SUGA MAMA'S 05/15,1580,PARK AVENUE,,,NEW YORK,NY,10029,0,-73.94476 40.79741,-73.94476,40.79741
Bronx,728571,Store,JAC,LA BODEGUITA DE ROSA CORP,LA BODEGUITA DE ROSA,160,EAST 174TH STREET,,,BRONX,NY,10457,0,-73.90918 40.84483,-73.90918,40.84483
New York,728569,Store,JAC,A.L. BROADWAY GROCERY CORP,A.L. BROADWAY GROCERY,3770,BROADWAY,,,NEW YORK,NY,10032,0,-73.94493 40.83383,-73.94493,40.83383
Bronx,728545,Store,JAC,ZIL ZAL INC,ZIL ZAL,1516,METROPOLITAN AVENUE,,,BRONX,NY,10462,0,-73.85843 40.83939,-73.85843,40.83939
Bronx,728405,Store,JAC,YAN FOOD & GROCERY CORP,YAN FOOD & GROCERY,3945,CARPENTER AVE,,,BRONX,NY,10466,0,-73.86378 40.88792,-73.86378,40.88792
New York,728404,Store,JAC,PARK EAST KOSHER BUTCHERS & FINE,PARK EAST KOSHER BUTCHE,1733,1ST AVENUE,,,NEW YORK,NY,10128,0,-73.94759 40.7793,-73.94759,40.7793
New York,728334,Store,A,TRADER JOES EAST INC,TRADER JOES #545,670,COLUMBUS AVE,,,NEW YORK,NY,10025,0,-73.96913 40.7907,-73.96913,40.7907
New York,728290,Store,JAC,NEUHAUS INC,NEUHAUS,,LOWER LEVEL WEST ST WESTFIELD WOR,,,NEW YORK,NY,10007,0,-74.00712 40.71453,-74.00712,40.71453
Kings,728199,Store,JAC,TANVI FOODS INC,FREDDY'S FOOD MARKET,257,DRIGGS AVE.,,,BROOKLYN,NY,11222,5500,-73.94798 40.72266,-73.94798,40.72266
Kings,728187,Store,JAC,USA  FAMILY MARKET INC,USA FAMILY MARKET,1003,CLARKSON AVE,,,BROOKLYN,NY,11212,0,-73.92453 40.65826,-73.92453,40.65826
Queens,728159,Store,JACD,ASIA SUPPLY CO INC,ASIA SUPPLY,59-01,54TH STREET,,,MASPETH,NY,11378,0,-73.91434 40.71702,-73.91434,40.71702
Kings,728061,Store,A,TRADER JOE'S EAST INC,TRADER JOE'S #547,445,GOLD ST SUITE C-020,,,BROOKLYN,NY,11201,0,-73.98345 40.69121,-73.98345,40.69121
Bronx,727881,Store,A,GET IT OF YOUR CHEST INC,GET IT OF YOUR CHEST,4129,WHITE PLAINS RD,,,BRONX,NY,10466,0,-73.85845 40.89153,-73.85845,40.89153
Bronx,727872,Store,JAC,228 MEAT & VEGETABLE CORP,228 MEAT & VEGETABLE,4047,LACONIA AVENUE,,,BRONX,NY,10466,0,-73.84798 40.88618,-73.84798,40.88618
Queens,727856,Store,JACD,WAY FONG LLC,WAY FONG,70-30,80TH STREET,,,RIDGEWOOD,NY,11385,9000,-73.87034 40.70798,-73.87034,40.70798
Kings,727811,Store,JAC,HAVA NAGILA R US CORP,HAVA NAGILA R,1724,AVENUE M,,,BROOKLYN,NY,11230,0,-73.95732 40.61831,-73.95732,40.61831
Kings,727789,Store,JAC,MONG KOK SUPERMARKET INC,MONG KOK SUPERMARKET,1815,86TH STREET,,,BROOKLYN,NY,11214,5000,-74.00217 40.60697,-74.00217,40.60697
Kings,727753,Store,A,MALIK & SONS FOOD INC,MALIK & SONS FOOD,9724,CHURCH AVE,,,BROOKLYN,NY,11212,0,-73.91405 40.65661,-73.91405,40.65661
Kings,727732,Store,JAC,TASHKENT SUPERMARKET LLC,TASHKENT SUPERMARKET,713,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,6000,-73.96007 40.57797,-73.96007,40.57797
New York,727710,Store,JAC,FRESH KIM LLC,FRESH KIM,2116,3RD AVE,,,NEW YORK,NY,10029,0,-73.9402 40.79769,-73.9402,40.79769
Queens,727709,Store,JAC,METRO MEAT MARKET INC,METRO MEAT MARKET,102-23,METROPOLITAN AVE,,,FOREST HILLS,NY,11375,0,-73.84997 40.71032,-73.84997,40.71032
New York,727705,Store,JAC,MANHATTAN FARMERS MARKET LLC,MANHATTAN FARMERS MARKE,448,WEST 16TH STREET,,,NEW YORK,NY,10011,0,-74.00733 40.74351,-74.00733,40.74351
Kings,727299,Store,JAC,ITO EN (NORTH AMERICA) INC,ITO EN,34,34TH STREET  2ND FLOOR UNI,,,BROOKLYN,NY,11232,6000,-74.00713 40.65775,-74.00713,40.65775
New York,727280,Store,JAC,NAMDOR INC,D'AGOSTINO SUPERMARKET,165,EAST 35TH STREET STORE #550,,,NEW YORK,NY,10016,15000,-73.97795 40.74652,-73.97795,40.74652
Bronx,727260,Store,JAC,FRESH DIRECT LLC,FRESH DIRECT,2,ST. ANN'S AVENUE C/O FOOD SAFET,,,BRONX,NY,10454,40000,-73.92025 40.80295,-73.92025,40.80295
New York,727236,Store,JAC,SEAFOOD KING FISH MARKET INC,SEAFOOD KING FISH MARKE,3903-3905,BROADWAY,,,NEW YORK,NY,10032,0,-73.94209 40.83802,-73.94209,40.83802
Kings,727201,Store,A,KING OF NY NEWSSTAND CORP,KING OF NY NEWSSTAND,2,NEVINS STREET,,,BROOKLYN,NY,11217,0,-73.98098 40.68854,-73.98098,40.68854
Bronx,727185,Store,JAC,OGDEN COFFEE SHOP INC,OGDEN COFFEE SHOP,1373A,OGDEN AVE,,,BRONX,NY,10452,0,-73.92455 40.8419,-73.92455,40.8419
Kings,727166,Store,A,NEW CHANG YI 99 UP INC,NEW CHANG YI 99 UP,1113,AVENUE J,,,BROOKLYN,NY,11230,0,-73.96461 40.62483,-73.96461,40.62483
Kings,727136,Store,JABH,YI FRENCH PASTRIES LLC,COLSON PATISSERIE,253,36TH STREET,,,BROOKLYN,NY,11232,7000,-74.00733 40.65607,-74.00733,40.65607
Queens,727098,Store,JACH,RK SWEETS AND SNACKS INC,RK SWEETS AND SNACKS,240-25,BRADDOCK AVE,,,BELLEROSE,NY,11426,0,-73.72744 40.72644,-73.72744,40.72644
Kings,727059,Store,JAC,BEST FARM BROOKLYN INC,BEST FARM BROOKLYN,818,FLATBUSH AVE,,,BROOKLYN,NY,11226,0,-73.95926 40.65269,-73.95926,40.65269
Bronx,726957,Store,JAC,3220 MARKET CORP,C TOWN,3220,THIRD AVE,,,BRONX,NY,10451,0,-73.90906 40.82344,-73.90906,40.82344
Queens,726921,Store,JAC,DHAKA BAZAR HALAL MEAT AND FISH I,DHARA BAZAR HALAL MEAT,69-17,NORTHERN BLVD,,,WOODSIDE,NY,11377,0,-73.89683 40.75435,-73.89683,40.75435
Bronx,726841,Store,A,HUA MEI DISCOUNT STORE INC,HUA MEI DISCOUNT STORE,1690,BOSTON RD,,,BRONX,NY,10460,5000,-73.88881 40.83676,-73.88881,40.83676
Kings,726740,Store,JAC,4003 CHURCH FARM MARKET INC,4003 CHURCH FARM MARKET,4003,CHURCH AVE,,,BROOKLYN,NY,11203,10000,-73.93981 40.65127,-73.93981,40.65127
Queens,726701,Store,JACD,HANA GROUP OPS LLC,MAI CUISINE,48-55,36TH STREET,,,LONG ISLAND CITY,NY,11101,0,-73.93003 40.73865,-73.93003,40.73865
Kings,726344,Store,A,MARIB INC,MARIB,1870,FULTON ST,,,BROOKLYN,NY,11233,0,-73.92485 40.67904,-73.92485,40.67904
Queens,726241,Store,JABCK,DR SMOOD NEW YORK LLC,DR SMOOD,47-16,"AUSTELL PLACE, GROUND FL",,,LONG ISLAND CITY,NY,11101,5000,-73.94167 40.74308,-73.94167,40.74308
Queens,725975,Store,A,W & K GROCERY INC,W & K GROCERY,95-19,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,0,-73.87108 40.74899,-73.87108,40.74899
Queens,725855,Store,JAC,LGT FOOD CORP,BRAVO SUPERMARKET,24-18,34TH AVENUE,,,ASTORIA,NY,11106,10000,-73.93128 40.76158,-73.93128,40.76158
Kings,725802,Store,A,FOOD BUDGET INC,99C BUDGET,1778,UTICA AVE,,,BROOKLYN,NY,11234,5000,-73.92795 40.62897,-73.92795,40.62897
Bronx,725779,Store,JAC,DARU SALAM FOOD & MEAT MARKET INC,DARU SALAM FOOD & MEAT,669,ELTON AVE,,,BRONX,NY,10455,0,-73.9148 40.81858,-73.9148,40.81858
New York,725759,Store,A,TRADER JOES EAST INC,TRADER JOES #544,200,E 32ND ST,,,NEW YORK,NY,10016,19000,-73.97903 40.74444,-73.97903,40.74444
Kings,725749,Store,JAC,TASTE OF ISRAEL INC,TASTE OF ISRAEL,1322,AVE M,,,BROOKLYN,NY,11230,0,nan,,
New York,725732,Store,JAC,DG 231 FOOD CORP,DANS,572,WEST 207TH ST,,,NEW YORK,NY,10034,8000,-73.92048 40.86656,-73.92048,40.86656
New York,725719,Store,JAC,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,1095,6TH AVE,,,NEW YORK,NY,10036,42000,-73.98437 40.75448,-73.98437,40.75448
Bronx,725713,Store,A,718 CONVENIENT STORE LLC,718 CONVENIENT STORE,123,EAST BURNSIDE AVENUE,,,BRONX,NY,10453,0,-73.90491 40.85288,-73.90491,40.85288
Queens,725706,Store,JACDK,F.A.C.A. RESTAURANT OWNERS CORP,F.A.C.A. RESTAURANT OWN,132-05,MERRICK BLVD,,,JAMAICA,NY,11434,15000,-73.7598 40.67902,-73.7598,40.67902
Kings,725648,Store,JAC,5 BOROUGHS BREWERY INC,FIVE BOROUGHS BREWING C,215,47TH ST,,,BROOKLYN,NY,11220,15000,-74.01464 40.65044,-74.01464,40.65044
Kings,725579,Store,A,TJX COMPANIES INC THE,TJ MAXX,1630,E 15TH STREET,,,BROOKLYN,NY,11229,25000,-73.95841 40.60947,-73.95841,40.60947
Queens,725510,Store,JAC,HELLS KITCHEN HOT SAUCE LLC,HELLS KITCHEN HOT SAUCE,36-46,37TH STREET,,,LONG ISLAND CITY,NY,11101,0,-73.9261 40.75293,-73.9261,40.75293
Kings,725408,Store,JAC,A&A COFFEE LLC,MIXTAPE BUSHWICK,175,VAN DYKE STREET 324A,,,BROOKLYN,NY,11231,6000,-74.01746 40.67753,-74.01746,40.67753
Kings,725404,Store,JAC,RICHE MIRMONDE CAMILLE,VARYETE STORE JUDITH BO,67,E 18TH STREET,,,BROOKLYN,NY,11226,0,-73.96312 40.64971,-73.96312,40.64971
Kings,725399,Store,JAC,MUSCAT MARKET LLC,CHERRY HILL,2613,AVENUE U,,,BROOKLYN,NY,11229,0,-73.94514 40.60007,-73.94514,40.60007
Kings,725379,Store,JAC,CEM FOOD CORP,SHOP FAIR,256,LIVONIA AVENUE,,,BROOKLYN,NY,11212,10000,-73.90852 40.66263,-73.90852,40.66263
Bronx,725372,Store,JAC,LOS MELLIZOS GROCERY STORE CORP,LOS MELLIZOS GROCERY ST,199,E 165TH STREET,,,BRONX,NY,10456,0,-73.91915 40.83042,-73.91915,40.83042
Kings,725361,Store,JAC,CHELA FOODS MARKET CORP,CHELA FOODS MARKET,44,NEW LOTS AVE,,,BROOKLYN,NY,11212,0,-73.90348 40.65722,-73.90348,40.65722
Queens,725276,Store,JAC,SOY BEAN CHAN INC,SOY BEAN CHAN,89-02,QUEENS BLVD,,,ELMHURST,NY,11373,0,-73.87454 40.73454,-73.87454,40.73454
Queens,725236,Store,JAC,KITCHEN 36 INC,KITCHEN 36,36-46,37TH STREET,,,LONG ISLAND CITY,NY,11101,0,-73.9261 40.75293,-73.9261,40.75293
Bronx,725177,Store,JAC,149 WILLIS INC,149 WILLIS,526B,WILLIS AVENUE,,,BRONX,NY,10455,0,-73.91802 40.81572,-73.91802,40.81572
Kings,725147,Store,JAC,ARENA WINE & LIQUOR DEPOT CORP,ARENA WINE & LIQUOR DEP,633,WASHINGTON AVE,,,BROOKLYN,NY,11238,5000,-73.96393 40.67869,-73.96393,40.67869
Bronx,725093,Store,JAC,MYW FOOD MARKET CORP,MYW FOOD MARKET,536E,FORDAM ROAD,,,BRONX,NY,10458,0,-73.88703 40.85944,-73.88703,40.85944
New York,725091,Store,A,NUTHOUSE X INC,NUTHOUSE HARDWARE,202,E 29TH STREET,,,NEW YORK,NY,10016,8000,-73.9799 40.74238,-73.9799,40.74238
New York,725079,Store,JAC,47 ROCKEFELLER INC,47 ROCKEFELLER,1196,AVE OF THE AMERICAS BSMT LVL,,,NEW YORK,NY,10036,0,-73.9819 40.75786,-73.9819,40.75786
Kings,725055,Store,JAC,DONGSHENG FOOD INC,DONGSHENG FOOD,6719,BAY PARKWAY,,,BROOKLYN,NY,11204,5000,-73.98305 40.61227,-73.98305,40.61227
Queens,725006,Store,JAC,ROMAK UNIVERSAL FOOD LLC,ROMAK UNIVERSAL FOOD,97-48,63RD ROAD,,,REGO PARK,NY,11374,0,-73.85949 40.73166,-73.85949,40.73166
Queens,724877,Store,JAC,MJ CHOCOLATIER LLC,MILENE JARDINE CHOCOLAT,36-46,37TH ST. - ENTREPRENEUR SPA,,,LONG ISLAND CITY,NY,11101,0,-73.9261 40.75293,-73.9261,40.75293
Bronx,724859,Store,JAC,SOL CACAO LLC,SOL CACAO,780,E 133 ST. SUITE 205,,,BRONX,NY,10454,0,-73.91329 40.80082,-73.91329,40.80082
Kings,724838,Store,JAC,KOVCHEG INTERNATIONAL FOOD INC,KOVCHEG INTERNATIONAL F,2899,OCEAN AVE,,,BROOKLYN,NY,11235,0,-73.94972 40.5905,-73.94972,40.5905
New York,724814,Store,JAC,YAYA TEA GRAND CORP,YAYA TEA,206,GRAND STREET,,,NEW YORK,NY,10013,0,-73.99638 40.71901,-73.99638,40.71901
Kings,724789,Store,JAC,GREEN CORNER NY LLC,GREEN CORNER FISH & FAR,801,FLUSHING AVE,,,BROOKLYN,NY,11206,10000,-73.94067 40.70103,-73.94067,40.70103
Queens,724654,Store,JAC,ROCHDALE MEAT & PRODUCE LLC,KEY FOOD,166-02,BAISLEY BLVD,,,JAMAICA,NY,11434,20000,-73.77709 40.67971,-73.77709,40.67971
Queens,724610,Store,JAC,KRISHNA HOLDING INC,MAHARAJA FARMERS MARKET,249-12,HILLSIDE AVE,,,BELLEROSE,NY,11426,5500,-73.71785 40.73529,-73.71785,40.73529
Kings,724607,Store,JABC,MARAV USA LLC,BINGO WHOLESALE,1245,61ST STREET,,,BROOKLYN,NY,11219,31000,-74.00033 40.62899,-74.00033,40.62899
New York,724596,Store,A,CENTURY 21,CENTURY 21 DEPT STORES,22,CORTLAND ST,,,NEW YORK,NY,10007,80000,-74.01074 40.71015,-74.01074,40.71015
New York,724493,Store,JAC,K & N STORES INC,7 ELEVEN STORE # 37539A,801,AMSTERDAM AVE,,,NEW YORK,NY,10025,0,-73.96879 40.79621,-73.96879,40.79621
Queens,724463,Store,JAC,FROOT CIRCLE INC,C-TOWN SUPERMARKET,39-07,65TH PLACE,,,WOODSIDE,NY,11377,5000,-73.89899 40.7458,-73.89899,40.7458
Kings,724432,Store,JAC,BOGOPA BG FLATLANDS LLC,FOOD BAZAAR,111-10,FLATLANDS AVE,,,BROOKLYN,NY,11207,35000,-73.89028 40.65083,-73.89028,40.65083
New York,724357,Store,JAC,FRESH SUPERETTE INC,FRESH SUPERETTE,804,W 181ST STREET,,,NEW YORK,NY,10033,0,-73.93855 40.85098,-73.93855,40.85098
Kings,724350,Store,JAC,SK FARM EP INC,SK FARM EP,247,SCHENECTADY AVE,,,BROOKLYN,NY,11213,0,-73.93377 40.67018,-73.93377,40.67018
Queens,724344,Store,JAC,BHAKTIGI 61 INC,STOP N GO CONV,3958,61ST ST,,,WOODSIDE,NY,11377,0,-73.90338 40.74576,-73.90338,40.74576
New York,724312,Store,A,ASEEL GROCERY CORP,ASEEL GROCERY,505,W 211TH STREET,,,NEW YORK,NY,10034,0,-73.91753 40.86721,-73.91753,40.86721
New York,724233,Store,JAC,KYJW CORPORATION,7 ELEVEN STORE #37035A,478,3RD AVE,,,NEW YORK,NY,10016,0,-73.97881 40.74478,-73.97881,40.74478
Queens,724215,Store,JAC,LOS POBLANOS GROCERY CORP,LOS POBLANOS GROCERY,92-19,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,0,-73.87379 40.7487,-73.87379,40.7487
Queens,724188,Store,JAC,AL TAWAKULL HALAL MEAT INC,AL TAWAKULL HALAL MEAT,37-68,74TH ST,,,JACKSON HEIGHTS,NY,11372,0,-73.89147 40.74707,-73.89147,40.74707
Queens,724151,Store,JAC,SANTIAGO MEAT & PRODUCE INC,CHERRY VALLEY,94-53,CORONA AVENUE,,,ELMHURST,NY,11373,10000,-73.86818 40.74236,-73.86818,40.74236
Kings,724111,Store,JAC,KIMS GOOD FARM INC,KIMS GOOD FARM,1103,RUTLAND RD,,,BROOKLYN,NY,11212,0,-73.92329 40.6647,-73.92329,40.6647
New York,724079,Store,JAC,TARGET CORP,TARGET STORE T-3229,255,GREENWICH ST,,,NEW YORK,NY,10007,20000,-74.01146 40.71458,-74.01146,40.71458
Kings,724038,Store,JAC,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,238,BEDFORD AVE,,,BROOKLYN,NY,11249,51000,-73.95964 40.71605,-73.95964,40.71605
New York,723973,Store,JAC,BROOKLYN FARE GREENWICH LLC,BROOKLYN FARE GREENWICH,666,GREENWICH ST,,,NEW YORK,NY,10014,10000,-74.00775 40.732,-74.00775,40.732
New York,723963,Store,JAC,3821 FOOD CORP,SUPER FOOD TOWN,600,WEST 160TH STREET,,,NEW YORK,NY,10032,0,-73.94408 40.83616,-73.94408,40.83616
Kings,723852,Store,JAC,GOLDEN CITY SUPERMARKET 1 INC,GOLDEN CITY SUPERMARKET,2217,86TH STREET,,,BROOKLYN,NY,11214,5000,-73.99329 40.60158,-73.99329,40.60158
New York,723824,Store,JAC,ASUNAN INC,ASUNAN,1665,LEXINGTON AVE,,,NEW YORK,NY,10029,0,-73.94695 40.79133,-73.94695,40.79133
Bronx,723673,Store,JAC,VEGANO SUPERMARKET CORP,VEGANO SUPERMARKET,234-238,E 181 ST,,,BRONX,NY,10457,0,-73.9004 40.85432,-73.9004,40.85432
Kings,723617,Store,JAC,VILLA TAPIA CITI FRESH SUPERMARKE,VILLA TAPIA CITI FRESH,40,NOSTRAND AVENUE,,,BROOKLYN,NY,11205,5000,-73.95321 40.69871,-73.95321,40.69871
Queens,723529,Store,JAC,PARADISE FRESH FOODS LLC,KEY FOOD SUPERMARKET,123-12,101 AVE,,,SOUTH RICHMOND HIL,NY,11419,10000,-73.82231 40.691,-73.82231,40.691
New York,723496,Store,JAC,EMERALD AND WHITE MARKETS INC,MORTON WILLIAMS SUPERMA,1331,1ST AVE,,,NEW YORK,NY,10021,12000,-73.9563 40.76739,-73.9563,40.76739
New York,723414,Store,JAC,WING FUNG HONG LTD,WING FUNG TRADING,53-55,DIVISION STREET,,,NEW YORK,NY,10002,10000,-73.995 40.71421,-73.995,40.71421
Queens,723409,Store,JAC,FAD OZONE FOOD CORP,GOLDEN FARMS,101-16,77 STREET,,,OZONE PARK,NY,11416,16000,-73.86058 40.67969,-73.86058,40.67969
Bronx,723294,Store,JACDK,GRADYS COLD BREW INC,GRADYS COLD BREW,819,GARRISON AVE,,,BRONX,NY,10474,8000,-73.89343 40.81565,-73.89343,40.81565
New York,723261,Store,JAC,59-5 FRUIT & VEGETABLE CORP,MERCI MARKET,59,5TH AVENUE,,,NEW YORK,NY,10003,50000,-73.99423 40.73515,-73.99423,40.73515
Kings,723215,Store,JAC,ZOON 410 CORP,MR LEMON,410,KNICKERBOCKER AVE,,,BROOKLYN,NY,11237,5000,-73.92 40.69974,-73.92,40.69974
Kings,723212,Store,JAC,FOOD STORY NATURAL MARKET INC,FOOD STORY NATURAL MARK,40,BOGART STREET,,,BROOKLYN,NY,11206,7000,-73.93319 40.70493,-73.93319,40.70493
Bronx,723207,Store,JAC,LA ESTRELLITA MEXICAN GROCERY INC,LA ESTRELLITA MEXICAN G,213,E 198TH STREET,,,BRONX,NY,10458,0,-73.89012 40.86965,-73.89012,40.86965
New York,722877,Store,JAC,FRESH DIRECT LLC,FOOD KICK,630,WEST 52ND STREET,,,NEW YORK,NY,10019,0,-73.99546 40.76785,-73.99546,40.76785
Kings,722862,Store,JAD,PRIME NOW LLC,PRIME NOW  - UNY1,850,3RD AVENUE STE 303,,,BROOKLYN,NY,11232,40000,-74.00337 40.65868,-74.00337,40.65868
Queens,722676,Store,JAC,WHITE COFFEE CORP,WHITE COFFEE CORP,19-35,STEINWAY STREET,,,ASTORIA,NY,11105,0,-73.90068 40.77725,-73.90068,40.77725
Kings,722673,Store,JAC,SAMCO FOOD CORP,C TOWN SUPERMARKET,1761,NOSTRAND AVE,,,BROOKLYN,NY,11226,0,-73.9487 40.64279,-73.9487,40.64279
New York,722672,Store,JAC,CARIBBEAN FRIEND FOOD CORP,CARIBBEAN FRIEND FOOD C,3462,BROADWAY,,,NEW YORK,NY,10031,0,-73.95203 40.82411,-73.95203,40.82411
Bronx,722607,Store,JAC,KRINOS FOODS LLC,KRINOS FOODS,1750,BATHGATE AVE,,,BRONX,NY,10457,0,-73.89917 40.84304,-73.89917,40.84304
Queens,722578,Store,A,FAST TRADING INC,99 CENTS,77-14,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,5000,-73.88804 40.7472,-73.88804,40.7472
Queens,722513,Store,A,MA NEWS GROCERY INC,MA NEWS GROCERY,79-23,NORTHERN BOULEVARD,,,JACKSON HEIGHTS,NY,11372,0,-73.88739 40.75532,-73.88739,40.75532
Queens,722316,Store,A,SUNNY BABY GROCERY CORP,SUNNY BABY GROCERY,56-16,WOODSIDE AVE,,,WOODSIDE,NY,11377,0,-73.90753 40.74597,-73.90753,40.74597
Bronx,722287,Store,A,HOT TIMES GROCERY CORP,HOT TIMES GROCERY,4,WEST 183RD STREET,,,BRONX,NY,10453,0,-73.90425 40.85848,-73.90425,40.85848
Queens,722208,Store,JAC,TARGET CORPORATION,TARGET STORE T-3230,70-00,AUSTIN ST,,,FOREST HILLS,NY,11375,7000,-73.84765 40.72121,-73.84765,40.72121
Kings,722205,Store,JAC,TARGET CORPORATION,TARGET STORE T-2850,445,ALBEE SQUARE W,,,BROOKLYN,NY,11201,0,-73.98344 40.69149,-73.98344,40.69149
Queens,722168,Store,JAC,DOUGHNUT PLANT INC,DOUGHNUT PLANT,31-00,47TH AVE SUITE 1100 BOX 18,,,LONG ISLAND CITY,NY,11101,5000,-73.93561 40.74306,-73.93561,40.74306
New York,722020,Store,JAC,CO-HEN KITCHEN INC,CO-HEN KITCHEN,405,W 23RD STREET,,,NEW YORK,NY,10011,0,-74.00146 40.74653,-74.00146,40.74653
Kings,721941,Store,JAC,BK TOBACCO SHOP CORP,BK TOBACCO SHOP,1451,NOSTRAND AVENUE,,,BROOKLYN,NY,11226,0,-73.94959 40.65095,-73.94959,40.65095
Bronx,721919,Store,JAC,E&D 204 FOOD CORP,C-TOWN SUPERMARKET,264,E 204TH STREET,,,BRONX,NY,10458,7000,-73.88413 40.87412,-73.88413,40.87412
Kings,721891,Store,JAC,AFFIA MEAT & GROCERY INC,AFFIA MEAT & GROCERY,328,EMPIRE BLVD,,,BROOKLYN,NY,11225,0,-73.9514 40.66387,-73.9514,40.66387
Bronx,721868,Store,JAC,PONGO FOOD CORP,C-TOWN,3690,THIRD AVENUE,,,BRONX,NY,10456,6000,-73.90358 40.83493,-73.90358,40.83493
Bronx,721856,Store,JAC,BOGOPA WASHINGTON INC,FOOD BAZAAR,445,EAST 163RD STREET,,,BRONX,NY,10451,80000,-73.91111 40.82479,-73.91111,40.82479
Kings,721843,Store,JAC,GARDEN BASKET MARKET CORP,GARDEN BASKET MARKET,354,LEWIS AVE,,,BROOKLYN,NY,11233,0,-73.93513 40.68337,-73.93513,40.68337
